id,id_empresa,ativo,pessoa,fantasia,razao,nome,documento,ie,telefone1,telefone2,email,site,cep,estado,codigo_cidade,cidade,bairro,endereco,numero,complemento,observacoes,deletado
1290,1290,1,0,SAO FRANCISCO,SAO FRANCISCO,SAO FRANCISCO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EMP8846           EMP8866SSMR8846          SSRR8866,0
1292,1292,1,0,PNEU-CONTINENTAL/MOTO,CONTINENTAL,CONTINENTAL,NULL,NULL,(01) 1458 - 3619,NULL,andre.moreira@conti.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1293,1293,1,0,NISSAN JIDAI,JIDAI,JIDAI,NULL,NULL,(16) 3515 - 3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1295,1295,1,0,RMP,REAL MOTO PECAS,REAL MOTO PECAS,25.630.302/0020-37,582797055110,(08) 0072 - 4668,NULL,NULL,NULL,14095-230,SP,NULL,RIBEIRAO PRETO,PQ INDUSTR. LAGOINHA,RUA ANTONIO MOISES SAADI,NULL,NULL,NULL,0
1296,1296,1,0,LUZINEIDE,LUZINEIDE REFORMA DE RODAS,LUZINEIDE REFORMA DE RODAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237- AG.: 311-5 C/C: 66010-8CPF: 06191672896,0
1297,1297,1,0,GILSON SOLDAS ESPECIAIS,GILSON SOLDAS,GILSON SOLDAS,NULL,NULL,(16) 3337 - 1331,NULL,gsmsoldas@ig.com.br,NULL,14800-000,NULL,NULL,ARARAQUARA,VILA XAVIER,AVENIDA ANTONIO CORADINI,851,NULL,NULL,0
1298,1298,1,0,TOTAL PNEUS DISTRIBUIDORA,TOTAL PNEUS,TOTAL PNEUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1300,1300,1,0,HYUNDAY CAOA,HYUNDAY SAO CARLOS,HYUNDAY SAO CARLOS,NULL,NULL,(16) 2107 - 0707,NULL,NULL,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,GETULIO VARGAS,NULL,NULL,NULL,0
1304,1304,1,0,CENTRO ZERO SOLDAS *EDGAR,SOLDAS ESPECIAIS,SOLDAS ESPECIAIS,NULL,NULL,(16) 3361 - 6782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VILA NERY,NULL,NULL,NULL,0
1305,1305,1,0,RENATO SUCATA COLEGA CARECA,RENATO SUCATA,RENATO SUCATA,NULL,NULL,(16) 9744 - 8800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1310,1310,1,0,MARTELINHO DE OURO (ADEMIR),MARTELINHO DE OURO,MARTELINHO DE OURO,NULL,NULL,(16) 3361 - 7211,NULL,NULL,NULL,NULL,NULL,NULL,SAO CARLOS,PARQUE INDUSTRIAL,R ERNESTINO BLOCK 530,NULL,NULL,NULL,0
1314,1314,1,0,MONOBLOCO AUTO CENTER,MANOBLOCO,MANOBLOCO,NULL,NULL,(16) 3333 - 4648,(16) 9963 - 2399,NULL,NULL,NULL,NULL,NULL,ARARAQUARA,CENTRO,NULL,NULL,NULL,NULL,0
1315,1315,1,0,HERVI TRANSPORTES,SERLOG TRANSPORTES LTDA EPP,SERLOG TRANSPORTES LTDA EPP,11.259.452/0001-09,417323317116,(19) 3011 - 5555,NULL,NULL,NULL,NULL,LIMEIRA,NULL,NULL,NULL,RUA ALAN KARDEC,185,VILA PIZA,NULL,0
1316,1316,1,0,IMPORTADOS-CHRSYLER/DODGE/JEEP,DODGE,DODGE,NULL,NULL,(11) 2626 - 0187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1318,1318,1,0,SILCAR,SILCAR PNEUS,SILCAR PNEUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,(16) 3363-4444 SAO CARLOS,0
1319,1319,1,0,BARRELA RECAUCHUTAGEM DE PNEUS,BARRELA RECAUCHUTAGEM DE PNEUS,BARRELA RECAUCHUTAGEM DE PNEUS,66.120.171/0001-62,195003341117,(17) 3818 - 5999,NULL,NULL,NULL,15115-000,SP,NULL,BADY BASSITT,CENTRO,RUA CARLOS GOMES,980,NULL,VENDEDOR ADRIANA    PIX 56.354.897.0001-06    17-99670-9568,0
1321,1321,1,0,POWER PARTS BRASIL-KIA/HYUNDAI,POWER PARTS,POWER PARTS,NULL,NULL,(11) 5183 - 7583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1325,1325,1,0,EVLIO(FO)-CONSERTO COMPUTADOR,FO,FO,NULL,NULL,(16) 9141 - 9550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1329,1329,1,0,LU-PINTOR,PINTOR,PINTOR,NULL,NULL,(16) 8177 - 8049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1330,1330,1,0,JORNAL DO FAROL,JORNAL,JORNAL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C/P: 10321-7 AG:2880-0 B/B  VARIACAO: 51,0
1331,1331,1,0,CAFU ELETRECISTA,CAFU,CAFU,NULL,NULL,(16) 3332 - 9857,(16) 9961 - 8168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1332,1332,1,0,EGYDIO MOTOR,EGYDIO MOTORS,EGYDIO MOTORS,NULL,NULL,(16) 3305 - 3555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1333,1333,1,0,MOLAS-MASTER(IMPORTADOS),MOLA,MOLA,57.286.726/0001-50,NULL,(11) 3628 - 7000,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R:ASSUNGUI,961,GUMERCINDO,junior@molasmaster.com.br,0
1335,1335,1,0,RR ACESSORIOS,RR ACESSORIOS,RR ACESSORIOS,NULL,NULL,(16) 8252 - 9917,NULL,NULL,NULL,NULL,SP,NULL,MOGI GUACU,NULL,NULL,NULL,NULL,CHUMBO,0
1336,1336,1,0,CHUMBO-FP GOBI PNEUMATICOS,FP GOBI,FP GOBI,NULL,NULL,(18) 9603 - 8767,NULL,NULL,NULL,NULL,SP,NULL,ARACATUBA,NULL,NULL,NULL,NULL,NULL,0
1338,1338,1,0,SCARJET,RECARGA DE CARTUCHO,RECARGA DE CARTUCHO,NULL,NULL,(16) 3362 - 5500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1340,1340,1,0,VAL LIMPA VIDROS,VAL,VAL,NULL,NULL,(16) 9749 - 9819,NULL,NULL,NULL,NULL,NULL,NULL,ARARAQUARA,NULL,NULL,NULL,NULL,NULL,0
1345,1345,1,0,SONY BRASIL LTDA,SONY,SONY,43.447.044/0001-77,804.000.313.11,(92) 3182 - 4684,(92) 3182 - 4658,NULL,NULL,NULL,MANAUS,NULL,NULL,NULL,R.MIN.JOAO GONCALVES DE ARAUJO,1274,DISTR.INDUSTRIAL,NULL,0
1346,1346,1,0,MOLA CINDUMEL,CINDUMEL,CINDUMEL,NULL,NULL,(11) 2423 - 5080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WWW.CINDUMEL.COM,0
1348,1348,1,0,RIBEIRAO  EXPRESS,RIBEIRAO,RIBEIRAO,NULL,NULL,(16) 3019 - 4321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1349,1349,1,0,VALLIFLEX-BORRACHAS,VALLIFLEX,VALLIFLEX,NULL,NULL,(19) 3826 - 4521,(16) 3826 - 2199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,COMPRAS-GRAZZIELA,0
1356,1356,1,0,VINICIUS-ENGENHEIRO,VINICIUS,VINICIUS,NULL,NULL,(16) 9158 - 5294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1357,1357,1,0,CAIXA ECONOMICA FEDERAL,CAIXA ECONOMICA FEDERAL,CAIXA ECONOMICA FEDERAL,NULL,NULL,(16) 2106 - 2100,NULL,fernando.rossi@caixa.gov.br,NULL,NULL,SP,3548906,SAO CARLOS,NULL,R.15 DE  NOVEMBRO,NULL,NULL,NULL,0
1361,1361,1,0,GG RODAS LUIS FERNANDO,GG,GG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1362,1362,1,0,CAROL LUBRIFICANTES,CAROL DISTRIBUIDORA DE LUBRIFICANTES E FILTROS EM GERAL,CAROL DISTRIBUIDORA DE LUBRIFICANTES E FILTROS EM GERAL,NULL,NULL,(16) 3961 - 9800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1364,1364,1,0,PROVER MOTOS-ACESSORIOS,PROVER MOTOS PECAS LTDA,PROVER MOTOS PECAS LTDA,04.603.294/0001-05,116199489116,(11) 3334 - 6200,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.CONSELHEIRO,417,STA EFIGENIA,NULL,0
1366,1366,1,0,PNEU-MICHELIN/PASSEIO,MICHELIN - ES,MICHELIN - ES,39.624.465/0001-59,81687389,(11) 0800 - 6039,NULL,NULL,NULL,29104-360,ES,3205200,VILA VELHA,POLO EMPRESARIAL NOVO MEXICO,RODOVIA DARLY SANTOS,2455,GALPAO F,NULL,0
1368,1368,1,0,PNEU-CONTINENTAL DEPNEUS,DEPNEUS,DEPNEUS,NULL,NULL,(04) 3323 - 2935,(94) 3321 - 5437,depneus1@hotmail.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1369,1369,1,0,PNEU-CONTINENTAL TOP STOR,TOP STOR-EDELCIO VAZ,TOP STOR-EDELCIO VAZ,NULL,NULL,(11) 3877 - 5555,NULL,lapa@topstop.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1371,1371,1,0,RICARDO LEMES STP,STP,STP,05.118.049/0001-67,NULL,(14) 3237 - 3636,NULL,NULL,NULL,17032490,NULL,NULL,BAURU,JD DONA LILI,ADANTE GIGO,NULL,NULL,EDUARDO 16 92777311,0
1373,1373,1,0,LEITE RADIADORES,LEITE,LEITE,NULL,NULL,(16) 9708 - 2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1374,1374,1,0,PERONTI SUPLEMENTOS INDUSTRIAIS LTDA,PERONTI,PERONTI,NULL,NULL,(16) 2106 - 0330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1380,1380,1,0,PNEU-MOTO/METZELER,METZELER,METZELER,NULL,NULL,(14) 3100 - 1600,NULL,fabiofileti@bol.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1381,1381,1,0,BOX-VADO,BOX-ACRILICO,BOX-ACRILICO,NULL,NULL,(16) 9207 - 4981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1385,1385,1,0,BENE PARAGUAI,BENE,BENE,NULL,NULL,NULL,NULL,beneditopsilvasc@hotmail.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1387,1387,1,0,EQUIPAMENTOS-BALANCER-CAR,BALANCER-CAR,BALANCER-CAR,NULL,NULL,(16) 8185 - 0296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1388,1388,1,0,WHITE MARTINS-GASES,WHITE MARTINS-GASES,WHITE MARTINS-GASES,NULL,NULL,(16) 3368 - 5050,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: OSWALDO DE SANTI,246,JD. NOVA SAO CARLOS,NULL,0
1392,1392,1,0,HIPPER FREIOS,HIPPER,HIPPER,NULL,NULL,(48) 3656 - 3000,NULL,ulisses@hipperfreios.com.br,NULL,88717-000,SC,NULL,SANGAO,NULL,ROD.BR101-KM360,NULL,NULL,NULL,0
1396,1396,1,0,DANFAB PECAS E ACESSORIOS LTDA,DANFAB PECAS E ACESSORIOS LTDA,DANFAB PECAS E ACESSORIOS LTDA,06.053.779/0001-90,336399129118,(11) 2178 - 7000,NULL,NULL,NULL,07055-061,SP,NULL,GUARULHOS ,VILA GALVAO,RUA PEDRO ALVAREZ CABRAL ,NULL,NULL,NULL,0
1399,1399,1,0,AQUQARIUS COMERCIO DE DERIVADOS DEPETROLEO LTDA,AQUARIUS,AQUARIUS,50.804.640/0001-23,639020416111,(19) 3602 - 4533,NULL,NULL,NULL,13877-752,SP,3549102,SAO JOAO DA BOA VISTA,DISTRITO INDUSTRIAL,AVENIDA DOS TRABALHADORES,NULL,NULL,ATENDIMENTO MAIS RAPIDO 0300 777 7070   CONTATO ALEXSANDRA,0
1402,1402,1,0,BONI,BONI,BONI,NULL,NULL,(16) 3415 - 0477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CENTRO,AV. SAO CARLOS,NULL,NULL,NULL,0
1406,1406,1,0,ESCAP CENTER,ESCAP CENTER,ESCAP CENTER,04.141.312/0001-76,637243817119,(16) 3368 - 3338,NULL,NULL,NULL,13570-390,SP,NULL,SAO CARLOS,VILA LUTFALLA,AV. GETULIO VARGAS,NULL,NULL,NULL,0
1407,1407,1,0,TONINHO AUTO CENTER,TONINHO,TONINHO,55.831.184/0001-23,244165470111,(19) 2129 - 1555,(19) 2129 - 1555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINASTONINHOAUTOCENTER.COM.BR,0
1408,1408,1,0,SERRANA AUTO-PECAS LTDA-ME,AUTO-PECAS,AUTO-PECAS,NULL,NULL,(16) 3368 - 2991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1410,1410,1,0,CASALE CENTRO AUTOMOTIVO LTDA ME MATRIZ,CASALE CENTRO AUTOMOTIVO LTDA ME,CASALE CENTRO AUTOMOTIVO LTDA ME,09.286.556/0001-60,637305760112,(16) 3372 - 2287,NULL,NULL,NULL,13562-222,SP,3548906,SAO CARLOS,JD.CENTENARIO,RUA MIGUEL PETRONI,2460,NULL,NULL,0
1412,1412,1,0,NACIONAL,EXTINTOR,EXTINTOR,NULL,NULL,(16) 3368 - 3075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1416,1416,1,0,COML.  E DISTRIBUIDORA 5 DE AGOSTO LTDA,COML.  E DISTRIBUIDORA 5 DE AGOSTO LTDA,COML.  E DISTRIBUIDORA 5 DE AGOSTO LTDA,62.176.011/0001-84,111928288144,NULL,NULL,NULL,NULL,2611003,SP,NULL,SAO PAULO,VILA NOVA CACHOEI,AVENIDA PARADA PINTO ,NULL,NULL,NULL,0
1417,1417,1,0,CLINICA SAO GERMAN,CLINICA,CLINICA,NULL,NULL,(16) 3307 - 2337,(16) 3413 - 2590,NULL,NULL,13574-300,SP,3548906,SAO CARLOS,VILA PRADO,RUA JOSE BENETTI,595,UNIDADE II,TRAVESSA 2 AV SALUM NA ESQUINA TEM O BANCO CICOB (NO FUNDO DO BANCO),0
1418,1418,1,0,OPUS MOTO,MOTO,MOTO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1419,1419,1,0,EMILIANO E ZAQUETA PUBLICIDADE,SABADAO CALASSIFICADOS-PROPAGANDA,SABADAO CALASSIFICADOS-PROPAGANDA,NULL,NULL,(16) 3413 - 2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SABADAOCLASSIFICADOSGMAIL.COMELTON- FINANCEIRO,0
1422,1422,1,0,MARCO,ASSISTENCIA TECNICA SUN,ASSISTENCIA TECNICA SUN,NULL,NULL,(16) 9156 - 4826,(16) 8105 - 5899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1423,1423,1,0,AG MOTOS PECAS,AG MOTOS,AG MOTOS,96.271.069/0001-29,637102902118,(16) 3372 - 3032,NULL,NULL,NULL,13560-001,SP,NULL,SAO CARLOS,CENTRO,AV. SAO CARLOS  N 1018,NULL,NULL,NULL,0
1424,1424,1,0,STEFANI MOTORS LTDA,STEFANI MOTORS LTDA,STEFANI MOTORS LTDA,03.427.884/0001-53,NULL,(16) 3303 - 9090,NULL,NULL,NULL,NULL,ARARAQUARA,NULL,NULL,NULL,AV RODRIGO FERNANDO GRILLO,1469,JD DOS MANACAS,NULL,0
1425,1425,1,0,BATERIAS EXPRESS,FLORINO VIANA BARBOSA SOROCABA ME,FLORINO VIANA BARBOSA SOROCABA ME,01.715.217/0001-40,NULL,(16) 3415 - 3141,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,PQ. ARNOULD SCMITH,AV. TRABALHADOR SAO CARLENSE N 175,NULL,NULL,NULL,0
1426,1426,1,0,GRAFICA CARNICELI,GRAFICA,GRAFICA,NULL,NULL,(16) 3368 - 4949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1427,1427,1,0,BELLI,AUTO PECAS,AUTO PECAS,NULL,NULL,(16) 3411 - 3344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1428,1428,1,0,CASALE CENTRO AUTOMOTIVO- ME,CASALE ARARAQUARA,CASALE ARARAQUARA,NULL,NULL,(16) 3324 - 3549,NULL,NULL,NULL,NULL,NULL,NULL,ARARAQUARA,NULL,NULL,NULL,NULL,NULL,0
1429,1429,1,0,COMERCIAL AUTOMOTIVA S/A,DPASCHOAL,DPASCHOAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1431,1431,1,0,TAPECARIA DO NELSINHO,CAPAS DE BANCO,CAPAS DE BANCO,NULL,NULL,(16) 3368 - 9851,(16) 3116 - 4943,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,RAIMUNDO CORREA , N 1838,VILA ALPES,NULL,0
1432,1432,1,0,CHAVEIRO FERNANDES,CHAVEIRO,CHAVEIRO,NULL,NULL,(16) 3374 - 4473,(16) 9782 - 3010,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,AV. TANCREDO NEVES,52,JD. BOTAFOGO,NULL,0
1433,1433,1,0,VIVO,TELEFONIA BRASIL S.A,TELEFONIA BRASIL S.A,NULL,NULL,(16) 3516 - 0000,NULL,anderson.amaral@telemundo.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ESCRITORIO SAO CARLOS 3413-8659/9241-1559BLK.ARARAQUARATELEMUNDO.COM.BR,0
1434,1434,1,0,SALIM ESCAPAMENTOS,KADETT COM DE PECAS PARA VEICULOS LTD ME,KADETT COM DE PECAS PARA VEICULOS LTD ME,67.019.810/0001-60,637096275115,(16) 3368 - 9701,NULL,NULL,NULL,13570-670,SP,3548906,SAO CARLOS,VILA LUTFALLA,RUA HUMBERTO DE CAMPOS,67,NULL,16-3368-6000,0
1436,1436,1,0,EVANILDO,FP GOBI PNEUMATICOS,FP GOBI PNEUMATICOS,NULL,NULL,(18) 9603 - 8767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1437,1437,1,0,LIMP. FACIL HIGIENE E LIMPEZAS EM GERAL,RODRIGO,RODRIGO,NULL,NULL,(16) 3419 - 6661,NULL,NULL,NULL,13574-002,SP,3548906,SAO CARLOS,VILA BOA VISTA,RUA DOUTOR GASTAO DE SA,802,NULL,ELIANA OU NEUSADEPOSITO 3032-0666,0
1439,1439,1,0,DROGA NOVA,FARMACIA,FARMACIA,NULL,NULL,(16) 3375 - 1298,(16) 3375 - 7486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RIC_BARROSIBEST.COM.BR EM FRENTE A ROMA,0
1441,1441,1,0,FOCU AUTO CENTER,AUTO CENTER,AUTO CENTER,NULL,NULL,(16) 3415 - 3767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1442,1442,1,0,AUTO CENTER,AUTO CENTER,AUTO CENTER,NULL,NULL,(16) 3419 - 2800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1443,1443,1,0,DESENTUPIDORA,PRECO UNICO,PRECO UNICO,NULL,NULL,(16) 3368 - 7551,NULL,NULL,NULL,13571-200,SP,NULL,SAO CARLOS,AZULVELLE II,ANTONIO MASCARO ,NULL,NULL,CONTATO:LINE,0
1444,1444,1,0,GRAFICA NEOPRESS,NEOPRESS SOLUCOES EMPRESARIAIS,NEOPRESS SOLUCOES EMPRESARIAIS,08.685.813/0001-74,637295524115,(16) 3372 - 4020,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,SANTA FELICIA,PEDRO FERNANDES ALONSO N 766,NULL,NULL,NULL,0
1445,1445,1,0,DF SEGUROS,EBERT,EBERT,NULL,NULL,(16) 3411 - 3306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ATENDIMENTODFSEGUROS.COM.BR,0
1446,1446,1,0,VIDRACARIA,MAXI VIDROS -RACHID,MAXI VIDROS -RACHID,NULL,NULL,(16) 3361 - 3596,(16) 3116 - 1344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1447,1447,1,0,VIDRACARIA,UNIBOX VIDROS,UNIBOX VIDROS,NULL,NULL,(16) 3201 - 6151,NULL,vendas@uniboxvidros.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1451,1451,1,0,SP PNEUS,PNEUS MAGGION,PNEUS MAGGION,17.347.049/0001-18,795327880110,(19) 3305 - 1148,NULL,NULL,NULL,13040-035,SP,NULL,CAMPINAS,JD DO TREVO,RUA PLINIO PEREIRA NEVES N 33,NULL,NULL,NULL,0
1452,1452,1,0,MARTIPAR EMPREENDIMENTOS IMOBILIARIOS,POSTO DA BANDEIRA 1,POSTO DA BANDEIRA 1,05.437.726/0001-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LUIS PAULO (FINANCEIRO) 3307-3993  NEI PASSOU OUTRO CNPJ:07.169.468/0001-53THIAGO FILHO DO NEI 9152-9793 ,0
1453,1453,1,0,CRISTALIZACAO DE VIDROS ,SUPER NANO,SUPER NANO,NULL,NULL,(16) 3361 - 8184,NULL,(16)9176-0581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1455,1455,1,0,RODRIGO ALVES DA SILVA AUTO CENTER EIRELI-EPP,RODRIGO ALVES DA SILVA AUTO CENTER EIRELI-EPP,RODRIGO ALVES DA SILVA AUTO CENTER EIRELI-EPP,20.021.398/0001-50,637229771112,(16) 3419 - 7950,(16) 9719 - 8089,sosrodassaocarlos@outlook.com,NULL,13570-770,SP,NULL,SAO CARLOS,VILA IZABEL,RUA PADRE JOAQUIM BOTELHO DA FONSECA,NULL,NULL,NULL,0
1457,1457,1,0,VIDRACARIA PAULINHO E LUCIMAR,CARMO E GUIMARAES COMERCIO DE VIDROS LTDA EPP,CARMO E GUIMARAES COMERCIO DE VIDROS LTDA EPP,NULL,NULL,(16) 3376 - 2566,(16) 3201 - 1702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1458,1458,1,0,GRAFICA CARIMBEX,CARIMBEX,CARIMBEX,NULL,NULL,(16) 3371 - 8282,NULL,carimbex@graficacarimbex.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1459,1459,1,0,GUINCHO MADEREIRA,GUINCHO,GUINCHO,NULL,NULL,(16) 9962 - 9272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1460,1460,1,0,TREVO AUTO PECAS---JOAO,TREVO AUTO PECAS,TREVO AUTO PECAS,NULL,NULL,(16) 3419 - 4800,(16) 3419 - 4801,NULL,NULL,13566-340,SP,3548906,SAO CARLOS,VILA MARINA,AVENIDA PROFESSOR LUIZ AUGUSTO DE OLIVEIRA,NULL,NULL,NULL,0
1462,1462,1,0,RENAN GUINCHO,GUINCHO,GUINCHO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1463,1463,1,0,SELLA FERRAMENTAS,ASSISTENCIA TECNICA E VENDAS,ASSISTENCIA TECNICA E VENDAS,NULL,NULL,(19) 3525 - 6131,(16) 3617 - 6900,contato@sellaferramentas.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CONSERTO DE ELEVADOR AUTOMOTIVO - VENDAS- BALANCEA./DESMONT./ ALINHA./MACACOS/PRESNSAS/GUINCHO.......,0
1465,1465,1,0,MERCIL ELETRICA,ELETRICA,ELETRICA,NULL,NULL,(16) 3415 - 0262,NULL,contato@mercileletrica.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1466,1466,1,0,ATLAS CHEVROLET,ATLAS BEBEDOURO VEICULOS E PECAS LTDA,ATLAS BEBEDOURO VEICULOS E PECAS LTDA,00.691.190/0006-45,210069469115,(17) 3344 - 0600,NULL,NULL,NULL,NULL,BEBEDOURO,BARRACAO 1,NULL,NULL,RUA BARRETOS,227,JD TALARICO,nfe@atlaschevrolet.com.br,0
1467,1467,1,0,TRANSPORTADORA,TRANSPORTADORA,TRANSPORTADORA,NULL,NULL,(11) 4772 - 7441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1468,1468,1,0,FP PNEUMATICOS,MATERIAIS PARA BORRACHARIA,MATERIAIS PARA BORRACHARIA,NULL,NULL,(18) 3608 - 5177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1469,1469,1,0,CHUMBO DE MOTO,CHUMBO DE MOTO,CHUMBO DE MOTO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1472,1472,1,0,UNIMED,UNIMED SAO CARLOS,UNIMED SAO CARLOS,NULL,NULL,(16) 2107 - 7637,NULL,paula.domingues@unimedsaocarlos.com.br,NULL,13561-003,SP,3548906,SAO CARLOS,VILA PUREZA,AVENIDA DOUTOR CARLOS BOTELHO,1055,NULL,ATENDENTE COMERCIAL,0
1476,1476,1,0,GFCOMP INFORMATICA,INFORMATICA,INFORMATICA,NULL,NULL,(16) 3307 - 6073,(16) 3411 - 2363,gfcomp@gfcomp.com.br,NULL,NULL,GO,5200050,ABADIA DE GOIAS,NULL,NULL,NULL,NULL,ATENDENTE AMANDA,0
