id;codigo;registro_uso;registro_uso_usuario;fantasia;razao;ie;ie_inddest;documento;fixo_1;fixo_2;fixo_3_contato;fixo_3;endereco;numero;bairro;complemento;codigo_cidade;cidade;estado;cep;email;observacoes
1575;4-1575;N;;JULIANO GOMES-PINTOR ARAQUARA;JULIANO GOMES;;9-NAO CONTR;;(16) 9334 - 1652;;;;AVENIDA SAO CARLOS;;CENTRO;;3548906;SAO CARLOS;SP;13560-00_;;
1576;4-1576;N;;DISTRIBUIDORA TIQUINHO;TIQUINHO;637004770-116;9-NAO CONTR;48.525.794/0001-33;;;;;AVENIDA DR.TEIXEIRA DE BARROS;435;;;3548906;SAO CARLOS;SP;13560-000;;
1577;4-1577;N;;KIM PNEUS;KIM PNEUS;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1579;4-1579;N;;ATLAS VEICULOS E PECAS LTDA;ATLAS VEICULOS;;9-NAO CONTR;;;;;;;;;;;;;13560-000;;
1580;4-1580;N;;MOTORS IMPORTS;DISTRIBUIDORA DE AUTO PECAS MOTORS IMPORTS LTDA;145929729116;9-NAO CONTR;04.597.008/0005-61;(11) 3738 - 3738;;NULL;;RUA DIAS DA SILVA;940;VILA MARIA;;3550308;SAO PAULO;SP;02114-002;NULL;NULL
1582;4-1582;N;;DISTRIBUIDORA AUTO PECAS MOTORS IMPO;DISTRIBUIDORA AUTO PECAS;145.929.729-116;9-NAO CONTR;04.597.008/0005-61;(11) 3738 - 3738;;;;RUA DIAS DA SILVA,;940;VILA MARIA;;3550308;SAO PAULO;SP;02114-002;;
1584;4-1584;N;;CARLOS;COMPRENSOR;;9-NAO CONTR;;;;CARLOS;(16) 8136 - 5295;;;;;;;;_____-___;;FAZ ENCANAMENTO DE AR
1585;4-1585;N;NULL;BIAGIO MATERIAIS PARA CONSTRUCAO LTDA;BIAGIO;;9-NAO CONTR;;(16) 3336 - 4677;(16) 3331 - 3353;;;PROF.ADELIA IZ;666;CENTRO;;3503208;ARARAQUARA;SP;14801-300;biagiomateriais@uol.com.br;
1586;4-1586;N;NULL;CALHAS CRUZEIRO DO SUL;CALHAS CRUZEIRO DO SUL;;9-NAO CONTR;;(16) 3371 - 3904;;;;;;;;3503208;ARARAQUARA;SP;14800-000;;
1587;4-1587;N;NULL;RESTAURANTE;RESAURANTE;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;_____-___;;
1589;4-1589;N;NULL;KONG LOCACAO E COMERCIO ANDAIMES E MAQ.;KONG LOCACAO;181158348110;9-NAO CONTR;97.531.898/0001-66;(16) 3339 - 2022;(16) 3339 - 1957;;;AVENIDA FRANCISCO VAZ FILHO;;JARDIM BRASIL (VILA XAVIER);;3503208;ARARAQUARA;SP;14811-200;;
1590;4-1590;N;NULL;FIORI CASA E CONSTRUCAO;FIORI CASA E CONSTRUCAO;;9-NAO CONTR;;(16) 3336 - 7518;;;;;;;;;;;14800-000;;
1591;4-1591;N;NULL;SUPERNANO;SUPERNANO;;9-NAO CONTR;;;;;;;;;;;;;13560-000;;
1592;4-1592;N;NULL;REI DA CACAMBA;REI DA CACAMBA;;9-NAO CONTR;;;;PRISCILA;(16) 3324 - 1370;;;;;3503208;ARARAQUARA;SP;_____-___;;
1593;4-1593;N;;LEACIR BIANCOLLI;MONTES E BIANCOLLI LTDA ME;637120079118;9-NAO CONTR;00.723.741/0001-09;(16) 3362 - 3359;;;;RUA RAIMUNDO CORREA;201;VILA MARCELINO;;3548906;SAO CARLOS;SP;13570-591;;
1594;4-1594;N;;VESPOR;VESPOR AUTOMOTIVE DIST DE AUTO PECAS LTD;582628652119;9-NAO CONTR;04.771.370/0003-45;(16) 2101 - 9600;;NULL;;AV.PRESIDENTE KENNEDY;2540;LAGOINHA;2560;3543402;RIBEIRAO PRETO;SP;14095-220;NULL;NULL
1595;4-1595;N;NULL;COMERCIO DE EXTINTORES SAO SABASTIAO LTDA ME;COMERCIO DE EXTINTORES SAO SABASTIAO LTDA ME;637230450113;9-NAO CONTR;20.086.428/0001-06;;;16 997029590;;RUA MANOEL WENZEL;77;VILA SANTA MADRE CABRINI;;3548906;SAO CARLOS;SP;13572-510;;""
1596;4-1596;N;;47 - ATACADO;ATLAS VEICULOS E PECAS LTDA;210087388117;9-NAO CONTR;05.312.946/0007-00;(17) 3344 - 0600;;;;RUA BARRETOS, 277BARRACAO 1;277;JARDIM TALARICO;;3506102;BEBEDOURO;SP;14700-790;;
1597;4-1597;N;;CABRINO DISTRIBUIDORA AUTOMOTIVA LTDA;CABRINO DISTRIBUIDORA AUTOMOTIVA LTDA;244105209118;9-NAO CONTR;60.295.979/0001-02;(19) 3739 - 3900;;NULL;;AVENIDA COMENDADOR ALADINO SELMI;2502;PARQUE CIDADE CAMPINAS;;3509502;CAMPINAS;SP;13069-036;NULL;NULL
1598;4-1598;N;NULL;NEXTEL;NEXTEL;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1600;4-1600;N;NULL;ALEXANDRE ARARAQUARA;ALEXANDRE;;9-NAO CONTR;;;;;;;;;;;;;13560-000;;
1601;4-1601;N;NULL;HIDRAULICA ELETRICA JUBARTE;HIDRAULICA ELETRICA JUBARTE;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;14800-000;;
1602;4-1602;N;NULL;CARTAO PATICULAR EBERT;CARTAO EBERT;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1605;4-1605;N;NULL;MANUTENCAO EQUIPAMENTOS DIVERSOS;MANUTENCAO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1606;4-1606;N;NULL;YASUDA MARITIMA SEGUROS;YASUDA MARITIMA SEGUROS;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1607;4-1607;N;NULL;FERRARI E FERRARI C.DE A. PECAS;FERRARI E FERRARI C.DE A. PECAS;637248242113;9-NAO CONTR;04.563.438/0001-39;(16) 3371 - 5952;;;;RUA 13 DE MAIO;1647;CENTRO;;;;;_____-___;;
1608;4-1608;N;;SANTA EMILIA RENAULT;SANTA EMILIA RENAULT;;9-NAO CONTR;;(16) 2107 - 0622;;MONICA/LUAN;;;;;;;;;_____-___;;
1609;4-1609;N;NULL;FUNILARIA MARCOS;FUNILARIA MARCOS;;9-NAO CONTR;;(16) 3368 - 1728;;;;;;;;;;;_____-___;;ATENDEM CARROS DA ENGEFORT
1610;4-1610;N;NULL;FERRARI E FERRARI C.DE PECAS;FERRARI E FERRARI;637.2489.242-113;9-NAO CONTR;04.563.438/0001-39;(16) 3371 - 5952;;;;RUA TREZE DE MAIO;1647;;;3548906;SAO CARLOS;SP;13560-000;;
1611;4-1611;N;NULL;GILBERTO SOLDAS;GILBERTO SOLDAS;;9-NAO CONTR;;;;;;;;;;4216008;SAO CARLOS;SC;13560-000;;
1612;4-1612;N;;DELCINHO (COMPRA OLEO USADO);DELCINHO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;16 99181-9763
1613;4-1613;N;;AUTO VIDROS SAO CARLOS;AUTO VIDROS SAO CARLOS;;9-NAO CONTR;;(16) 3368 - 3723;;16 3368 3863;;AVENIDA GETULIO VARGAS;2230;RECREIO SAO JUDAS TADEU;;3548906;SAO CARLOS;SP;13571-272;;
1614;4-1614;N;;AUTO VIDROS SAO CARLOS;AUTO VIDROS SAO CARLOS;;9-NAO CONTR;;(16) 3362 - 3863;;16 3368-3723;;AVENIDA GETULIO VARGAS;2230;RECREIO SAO JUDAS TADEU;;3548906;SAO CARLOS;SP;13571-272;;
1615;4-1615;N;;LOG SOLDAS COMERCIO E TRANSPORTES LTDA;LOG SOLDAS;637.180.434-117;9-NAO CONTR;15.229.699/0001-33;(16) 3368 - 5050;;;(16) 3368 - ____;RUA SANTA GERTRUDES,;600;VILA IZABEL;;3548906;SAO CARLOS;SP;13570-800;;
1617;4-1617;N;;AUTO PECAS ACES.E SERVICOS S.CARLOS;AUTO PECAS;;9-NAO CONTR;10.864.737/0001-06;(16) 3368 - 3723;;;;RUA PEDRO BIANCHI;1001;JARDIM SAO PAULO;;3548906;SAO CARLOS;SP;13570-381;;
1618;4-1618;N;;PEDRINHO AUTO PECAS USADAS;PEDRINHO AUTO PECAS USADAS;;9-NAO CONTR;;(16) 3368 - 9467;;PEDRINHO;(16) 8121 - 8126;RUA CARLOS FLEISCHAN;246;JD SAO PAULO;;3548906;SAO CARLOS;SP;13570-490;;
1619;4-1619;N;;AR CONDICIONADO CARLOS;AR CONDICIONADO CARLOS;;9-NAO CONTR;;;;CARLOS;(16) 8180 - 3041;;;;;;;;_____-___;;
1621;4-1621;N;;CARCACA LUCIANO;CARCACA;;9-NAO CONTR;;(16) 9177 - 3929;;;;;;;;;;;13560-000;;
1622;4-1622;N;;SK AUTOMOTIVE;SK AUTOMOTIVE S/A - DIST.AUTOPECAS;647537159110;9-NAO CONTR;08.237.002/0020-73;(17) 2137 - 2999;;NULL;;ESTRADA BENEDITO SUFREDINE;250;JD.MARAMBAIA;;3549805;S.J.DO RIO PRETO;SP;15057-000;NULL;NULL
1623;4-1623;N;;CA PEREIRA REPRESENTACAO E CR PEREIRA PROMOTORA;CA PEREIRA  CONSERTO MAQUINA LIMPEZA MULTIJET;;9-NAO CONTR;;(16) 8801 - 4859;(16) 3325 - 1875;CLODOALDO;(16) 8222 - 4064;RUA ROBERTO MICHELIN;200;;;3543402;RIBEIRAO PRETO;SP;13560-000;clodoaldorp@uol.com.br;
1624;4-1624;N;NULL;MARCOS SANTANA -ALUGUEL ARARAQUARA;MARCOS SANTANA;;9-NAO CONTR;;;;;;;;;;3503208;ARARAQUARA;SP;14800-000;;"BRADESCO- AGENCIA 0003 - C/C-00000205318-7CPF-MARCOS SANTANA - 144.484.128-90"
1626;4-1626;N;NULL;B.B.S.QUIMICA INDUSTRIA E COM.LTDA;B.B.S.QUIMICA;675.108.365-110;9-NAO CONTR;14.584.562/0001-34;(11) 4701 - 6252;;;;RUA SEBASTIAO SOUZA SILVA;69;PARQUE LAGUNA;;3552809;TABOAO DA SERRA;SP;06795-030;;
1627;4-1627;N;NULL;DISSOLTEX;DISSOLTEX;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1628;4-1628;N;NULL;RENAN ALONSO COLOGNESI CIA LTDA ME;GRAO DE CAFE;637.209.637-116;9-NAO CONTR;13.493.230/0001-81;(16) 3419 - 4220;;;;AV.COMENDADOR ALFREDO MAFFEI;3015;JARDIM SAO CARLOS;;3548906;SAO CARLOS;SP;13561-270;vendas@alonsocoffee.com.br;
1630;4-1630;N;NULL;ANPORTAS COMERCIO DE PORTAS LTDA;ANPORTAS COMERCIO DE PORTAS LTDA;;9-NAO CONTR;14.177.321/0001-70;;;;;RUA FELICISSIMO ANTONIO PEREIRA;;VILA SAO FRANCISCO;;3506003;BAURU;SP;17054-000;;
1631;4-1631;N;NULL;MECANICA FUTURA;MECANICA FUTURA;;9-NAO CONTR;;(16) 3368 - 4443;;LUCIANA;;;;;;;;;_____-___;;
1632;4-1632;N;NULL;PRO-OTICA COMERCIAL LTDA ME;RETRO-PROJETOR;637.091.361-110;9-NAO CONTR;65.996.431/0001-03;(16) 3372 - 7128;(16) 3371 - 3407;;;RUA JOAQUIM EDUARDO CATARINO;2466;VILA NERY;;3548906;SAO CARLOS;SP;13569-070;;
1633;4-1633;N;NULL;BINOTO ESTRUTURAS METALICAS;BINOTO ESTRUTURAS METALICAS;637.323,059-114;9-NAO CONTR;10.862.055/0001-64;;;;;RUA LUIZ LAZARO ZAMENHOF;932;VLA BRASILIA;;3548906;SAO CARLOS;SP;13567-640;;
1634;4-1634;N;;CHINELINHO CARCACA;CARCACA;;9-NAO CONTR;;;;;(19) 9667 - 4640;;;;;;;;_____-___;;
1635;4-1635;N;;FLY COMERCIO DE VEICULOS E PECAS;FLY COMERCIO DE VEICULOS PECAS;;9-NAO CONTR;05.505.605/0001-58;(16) 3412 - 1212;;;;AVENIDA GETULIO VARGAS;2655;RECREIO SAO JUDAS TADEU;;3548906;SAO CARLOS;SP;13571-271;;
1637;4-1637;N;NULL;MARCINEIRO WILSON;MARCINEIRO WILSON;;9-NAO CONTR;;(16) 3307 - 7339;(16) 9781 - 3242;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1638;4-1638;N;NULL;RM RETIFICA DE CABECOTE E SERVICOS;RM RETIFICA DE CABECOTES E SERVICOS;;9-NAO CONTR;;;;;;RUA DOM PEDRO II;;VILA MONTEIRO (GLEBA I);;3548906;SAO CARLOS;SP;13560-320;;
1639;4-1639;N;;CRR ASSISTENCIA COMPRENSOR;CRR ASSISTENCIA COMPRENSOR;637158002113;9-NAO CONTR;13.313.436/0001-82;(16) 3416 - 6561;;;;RUA LUIZ CARLOS DE ARRUDA MENDES;54;VILA BOA VISTA;;3548906;SAO CARLOS;SP;13574-009;;CARLOS
1640;4-1640;N;NULL;WESLEY - FUNCIONARIO;WESLEY;;9-NAO CONTR;;;;;;;;;;;;;13560-000;;
1641;4-1641;N;NULL;CAT INFORMATICA E EQ.INFORM.LTDA;CAT INFORMATICA;;9-NAO CONTR;72.994.213/0001-97;;;;;RUA QUINZE DE NOVEMBRO;2957;CENTRO;;3548906;SAO CARLOS;SP;13560-241;;
1642;4-1642;N;;CLAUDIO ROGERIO SGOBBE;CLAUDIO ROGERIO SGOBBE;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1643;4-1643;N;NULL;VIDRACARIA ARARAQUARA;VIDRACARIA ARARAQUARA;;9-NAO CONTR;;;;LURDES;(16) 3337 - 1982;;;;;;;;_____-___;;
1644;4-1644;N;;ALVIM COMPUTADORES;ALVIM COMPUTADORES;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1645;4-1645;N;NULL;UNIMOVEIS - VALMIR;UNIMOVEIS;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;_____-___;;
1647;4-1647;N;NULL;LATINA;LATINA;;9-NAO CONTR;;(16) 3377 - 9900;;;;;;;;3548906;SAO CARLOS;SP;13578-000;;
1648;4-1648;N;NULL;KD PNEUS;KD PNEUS;626803630110;9-NAO CONTR;11.763.081/0001-06;(__) 4976 - 8811;;;;RUA BILBAO;35;UTINGA;;3547809;SANTO ANDRE;SP;09220-350;;
1649;6-1649;N;;PRINCAR PECAS LTDA;PRINCAR;;9-NAO CONTR;71.702.856/0001-57;(16) 2109 - 9090;;;;RUA MAURICIO GALLI;1761;VILA SEDENHO;;3503208;ARARAQUARA;SP;14806-155;;
1650;4-1650;N;NULL;ROLEMAR;GIRANDO COMERCIO DE PECAS LTDA;148789459118;9-NAO CONTR;81.676.009/0010-00;(11) 3377 - 6200;;NULL;;RUA CAP FRANCISCO TEIXEIRA NOGUEIRA, 232;.;AGUA BRANCA;;3550308;SAO PAULO;SP;05037-030;NULL;NULL
1651;6-1651;N;NULL;HOT SIGN COMERCIAL LTDA ME;HOT SIGN COMERCIAL LTDA ME;181126288119;9-NAO CONTR;50.513.472/0001-16;(16) 3301 - 8443;;;;AVENIDA ITAPOLIS;2382;QUITANDINHA;;3503208;ARARAQUARA;SP;14800-040;;BANNER ENTRE OUTRAS COISAS
1652;6-1652;N;NULL;TOKIO SEGURADORA;TOKIO SEGURADORA;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1654;6-1654;N;NULL;LAR ESCOLA REDENCAO;LAR ESCOLA REDENCAO;;9-NAO CONTR;50.400.951/0001-26;(16) 3332 - 9484;;;;AVENIDA FRANCISCO S.PEIXOTO;372;JARDIM ARTICO;;3503208;ARARAQUARA;SP;14800-530;;
1655;4-1655;N;;RUDNEI FUNCIONARIO;RUDNEI FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1656;4-1656;N;NULL;NATHAN FUNCIONARIO;NATHAN FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1657;4-1657;N;;JOCIMAR FUNCIONARIO;JOCIMAR FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1658;4-1658;N;NULL;DAISE FUNCIONARIA;DAISE FUNCIONARIA;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1659;4-1659;N;NULL;NATALIA FUNCIONARIA;NATALIA FUNCIONARIA;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1660;4-1660;N;;EDUARDO FUNCIONARIO;EDUARDO FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1661;6-1661;N;NULL;DENIS FUNCIONARIO;DENIS FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1662;6-1662;N;NULL;CLEBER EDUARDO FUNCIONARIO;CLEBER EDUARDO FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1663;6-1663;N;NULL;MARCOS FUNCIONARIO;MARCOS FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1664;6-1664;N;NULL;GABRIELA FUNCIONARIA;GABRIELAFUNCIONARIA;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1665;6-1665;N;NULL;GUSTAVO FUNCIONARIO;GUSTAVO FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1666;6-1666;N;NULL;HELIO FUNCIONARIO;HELIO FUNCIONARIO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1667;4-1667;N;NULL;JUNINHO PINTOR;JUNINHO PINTOR;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1669;6-1669;N;;DF PNEUS SAO CARLOS;DF PNEUS SAO CARLOS;;9-NAO CONTR;;(16) 3419 - 4676;;;;;;;;;;;_____-___;;
1671;6-1671;N;NULL;AUTO POSTO LIDER;AUTO POSTO LIDER;;9-NAO CONTR;;(16) 3331 - 3161;;;;RUA GONCALVES DIAS;1360;CENTRO;;3503208;ARARAQUARA;SP;14801-290;;
1673;4-1673;N;;FORTLUB PRODUTOS AUTOMOTIVOS EIRELI;FORTLUB PRODUTOS AUTOMOTIVOS EIRELI;535561360114;9-NAO CONTR;55.847.057/0010-03;(19) 3435 - 9323;;;;R CHAVANTES;424;PAULICEIA;;3538709;PIRACICABA;SP;13424-170;;NASCIMENTO    VENDAS02.PIRAFORTLUBBRASIL.COM.BR
1674;4-1674;N;NULL;TRANSMAGNA TRANSPORTES EIRELI SCS;TRANSMAGNA TRANSPORTE;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1675;4-1675;N;;PAULINHO;PAULINHO;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1676;6-1676;N;NULL;IMAGEM LUMINOSOS;IMAGEM LUMINOSOS;181109490110;9-NAO CONTR;00.288.236/0001-75;(16) 3322 - 9961;;;;AV 15 DE NOVEMBRO;265;CENTRO;;3503208;ARARAQUARA;SP;_____-___;imagemcomunicacaovisual@gmail.com;
1677;4-1677;N;NULL;EMERSON ARRUDA FERREIRA;EMERSON ARRUDA FERREIRA;;9-NAO CONTR;;;;;;;;;;;;;13560-000;;
1679;6-1679;N;;CRISPARK;CRISPARK;181366873114;9-NAO CONTR;11.243.976/0001-01;(16) 3322 - 9173;;;;RUA SAO BENTO;781;CENTRO;;3503208;ARARAQUARA;SP;14801-300;;
1680;6-1680;N;NULL;DAAE - DEPARTAMENTO AUTONOMO DE AGUA E ESGOTO;DAAE - DEPARTAMENTO AUTONOMO DE AGUA E ESGOTO;;9-NAO CONTR;;;;;;RUA DOMINGOS BARBIERI;100;VILA HARMONIA;;3503208;ARARAQUARA;SP;14802-510;;TELEFONE: 0800 770 1595
1681;6-1681;N;NULL;RESTAURANTE FLORIO E BENATTI;RESTAURANTE FLORIO E BENATTI LTDA - EPP;181316468110;9-NAO CONTR;07.062.509/0001-08;(16) 3311 - 6746;;;;RUA SAO BENTO;2149;CENTRO;;3503208;ARARAQUARA;SP;14801-300;;
1686;6-1686;N;NULL;AUTO POSTO ARENA 2;AUTO POSTO ARENA 2;181160538113;9-NAO CONTR;14.119.632/0001-83;;;;;AVENIDA BENTO DE ABREU;280;CENTRO;;3503208;ARARAQUARA;SP;14802-396;;
1687;6-1687;N;NULL;SEMPRE VALE SUPERMERCADO;COMERCIAL DELTA PONTO CERTO LTDA;181197956113;9-NAO CONTR;62.488.937/0024-00;;;;;AVENIDA PIO LOURENCO CORREA;408;JARDIM SANTA ANGELINA;;3503208;ARARAQUARA;SP;14802-000;;
1688;6-1688;N;NULL;LIDIO VIDROS;LV VIDROS LTDA ME;181154690115;9-NAO CONTR;61.740.866/0001-23;;;;;RUA CARLOS GOMES;3078;CENTRO;;3503208;ARARAQUARA;SP;14801-340;;
1689;6-1689;N;;AUTO POSTO SOARES LTDA;AUTO POSTO SOARES LTDA;181195331110;9-NAO CONTR;11.087.237/0001-78;(16) 3461 - 4661;;;;RUA 9 DE JULHO;1900;CENTRO;;3503208;ARARAQUARA;SP;14801-295;;
1690;6-1690;N;NULL;ARAQUIMICA;ARAQUIMICA;;9-NAO CONTR;07.285.453/0003-12;;;;;AVENIDA MARIA ANTONIA CAMARGO DE OLIVEIRA;656;VILA SUCONASA;;3503208;ARARAQUARA;SP;14807-120;;
1691;6-1691;N;NULL;PANIFICADORA BORTOLOZZO;DANILO R BORTOLOZZO E CIA LTDA ME;181207092110;9-NAO CONTR;19.459.368/0001-40;;;;;RUA 9 DE JULHO;1996;CENTRO;;3503208;ARARAQUARA;SP;14801-295;;
1692;6-1692;N;;W E L PUBLICIDADE;W E L PUBLICIDADE S/C LTDA;;9-NAO CONTR;;(16) 3114 - 1009;;;;RUA MANOEL RODRIGUES JACOB;673;JARDIM SANTA ANGELINA;;3503208;ARARAQUARA;SP;14802-195;;CELULAR DA NEUSA - 981786801 E MARIO - 31141009 ARTEWEL.COM.BR
1693;6-1693;N;NULL;RADIO NATIVA;RADIO JORNAL DE SAO PAULO LTDA;;9-NAO CONTR;43.837.392/0002-31;;;;;AVENIDA PADRE ANTONIO CESARINO;1185;VILA XAVIER (VILA XAVIER);;3503208;ARARAQUARA;SP;14810-142;;
1694;4-1694;N;NULL;THIAGO DE OLIVEIRA SPADA;THIAGO DE OLIVEIRA SPADA;;9-NAO CONTR;;(16) 3412 - 9913;(16) 9261 - 5228;;;RUA CORONEL CARLOS SIMPLICIO RODRIGUES;75;JARDIM GIBERTONI;;3548906;SAO CARLOS;SP;13574-580;;
1695;6-1695;N;NULL;ARAIMPORTS COMERCIO DE PECAS;ARAIMPORTS COMERCIO DE PECAS LTDA ME;;9-NAO CONTR;;;;;;AVENIDA PADRE JOSE DE ANCHIETA;889;PARQUE ALVORADA;;3503208;ARARAQUARA;SP;14807-150;;
1696;6-1696;N;NULL;PORTAL INFORMATICA;PORTAL INFORMATICA;181311146115;9-NAO CONTR;06.111.324/0001-83;(16) 3333 - 2910;;;;RUA CAP.JOSE SABINO SAMPAIO;283;VILA FURLAN;;3503208;ARARAQUARA;SP;_____-___;;
1697;6-1697;N;NULL;J.A IMPRESSORAS E CARTUCHOS;J.A IMPRESSORAS E CARTUCHOS;181172030117;9-NAO CONTR;15.292.721/0001-90;(16) 3339 - 3888;;RAMAL 33-RECARGA;;AV BANDEIRANTES;225;CENTRO;;3503208;ARARAQUARA;SP;_____-___;;
1698;6-1698;N;NULL;SUPERMERCADO 14;DOD COMERCIAL DE ALIMENTOS LTDA;181123330113;9-NAO CONTR;07.554.758/0001-10;;;;;AV PADRE FRANCISCO SALES COLTURATO (AV 36);270;;;;;;_____-___;;
1699;6-1699;N;NULL;KERO LIMPO;GUILHERME ZANIOLO AIELO - ME;181119236110;9-NAO CONTR;01.252.007/0001-63;(16) 3335 - 2368;;;;RUA GONCALVES DIAS;1855;CENTRO;;3503208;ARARAQUARA;SP;_____-___;;
1701;4-1701;N;;ROLAMENTO-DANROLL;DANROLL ROLAMENTOS;;9-NAO CONTR;;;;;(16) 3419 - 4676;AV.GETULIO VARGAS;743;VILA ALPES;;;;;_____-___;;
1713;4-1713;N;;DANROLL ROLAMENTOS;DANROLL ROLAMENTOS;;9-NAO CONTR;;(16) 3416 - 4461;(16) 9723 - 5100;;;;;;;;;;_____-___;;
1714;6-1714;N;;RIPARO;JOSE CARLOS DINIZ PINTO -ME;181111449116;9-NAO CONTR;00.477.203/0001-73;;;;;RUA NOVE DE JULHO;2019;CENTRO;;3503208;ARARAQUARA;SP;_____-___;;
1715;4-1715;N;;C.EDUARDO VALENTINO ME;UAI INFORMATICA;ISENTA;9-NAO CONTR;11.870.010/0001-02;(16) 3416 - 3025;;;(16) 3416 - 3025;RUA LUIZ CARLOS DE ARRUDA MENDES;1033;VILA BOA VISTA;;3548906;SAO CARLOS;SP;13560-000;;
1716;4-1716;N;NULL;ELETRO ENROLAMENTO SAO JOSE1;ELETRO ENROLAMENTO SAO JOSE;;9-NAO CONTR;;(16) 3368 - 7025;;;;RUA HUMBERTO DE CAMPOS;585;VLA LUTFALLA;;3548906;SAO CARLOS;SP;13560-000;;
1717;6-1717;N;NULL;GRAFICA BOLSONI;GRAFICA BOLSONI LTDA.;;9-NAO CONTR;;;;;;RUA 9 DE JULHO;1765;CENTRO;;3503208;ARARAQUARA;SP;14801-295;;
1718;6-1718;N;NULL;MARCOS - PINTOR;MARCOS - PINTOR;;9-NAO CONTR;;(16) 9796 - 3893;;;;;;;;;;;_____-___;;MOCO QUE A NEUSA INDICOU
1719;4-1719;N;;JORNAL PRIMEIRA PAGINA;INTERPRESS COMUN.EDITORIAIS LTDA;637279876112;9-NAO CONTR;60.394.848/0001-74;(16) 3373 - 7373;(16) 3372 - 8977;;;AVENIDA SAO CARLOS;1799;CENTRO;;3548906;SAO CARLOS;SP;13560-010;financeiro@jornalpp.com.br;
1727;4-1727;N;;CARLOS REDE DE AR;CARLOS REDE DE AR;;9-NAO CONTR;;;;;;;;;;3548906;SAO CARLOS;SP;13560-000;;
1728;4-1728;N;NULL;EMASTER;EMASTER;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1729;4-1729;N;NULL;KAL PRESENTES ARARAQUARA;KAL PRESENTES;;9-NAO CONTR;;;;;;;;;;3503208;ARARAQUARA;SP;_____-___;;
1730;4-1730;N;NULL;CASAS BAHIA ARARAQUARA;CASAS BAHIA;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
1731;4-1731;N;NULL;SULIKAN VIDROS;SULIKAN VIDROS;;9-NAO CONTR;;;;;;;;;;3503208;ARARAQUARA;SP;_____-___;;
1732;4-1732;N;NULL;NOVA AMARELINHA ARARAQUARA;NOVA AMARELINHA;;9-NAO CONTR;;;;;;;;;;3503208;ARARAQUARA;SP;_____-___;;
1734;4-1734;N;;ELVIO ALEXANDRE CASSANDRO ME;ELVIO ALEXANDRE CASSANDRO ME;637203940113;9-NAO CONTR;17.811.731/0001-10;(16) 3413 - 3437;;;;RUA MOACYR ALVES HERRMAN;100;LOTEAMENTO HABITACIONAL SAO CARLOS 1;;3548906;SAO CARLOS;SP;13563-070;;3361-3165 / 3032-0674 - 99141-9550
1735;4-1735;N;;POSTO DE MOLAS SAO CARLOS;LEONARDO LUIZ VILABEL;;9-NAO CONTR;52.695.699/0001-55;(16) 3368 - 1894;;;;RUA SANTA GERTRUDES;751;VILA IZABEL;;3548906;SAO CARLOS;SP;13570-800;;
1736;6-1736;N;;CHUMBOS SAO CARLOS;CHUMBOS SAO CARLOS;;9-NAO CONTR;22.810.689/0001-52;;;;;RUA JOAO MUNIZ;157;RESIDENCIAL ITAMARATI;;3548906;SAO CARLOS;SP;13568-780;;
